song_name,track_spotify_id,spotify_track_link,thumbnail_link,artist_name,artist_id,artist_link,acousticness,danceability,duration_ms,energy,speechiness,tempo,time_signature,valence,key,instrumentalness,liveness,loudness,mode,Romantic Ballad,Dance Pop,Sad Ballad,Folk Fusion,Classical Fusion,Qawwali,Sufi,Party Anthem,Patriotic,Rock Fusion,Item Number,Lyrical Rap,Devotional,Ghazal,Retro,Comedy,Motivational,Wedding,Festival
Tere Hawale (Arijit - Shreya Duet),3RorJ5DnxrT70LuRfhLn3t,https://open.spotify.com/track/3RorJ5DnxrT70LuRfhLn3t,https://i.scdn.co/image/ab67616d0000b27328bdef294c8d1f558fe6cade,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.621,0.595,348231.0,0.565,0.0418,108.997,4.0,0.329,9.0,7.04e-05,0.0966,-9.643,1.0,1.0,,,,,,,,,,,,,,,,,,
"Rasiya (From ""Brahmastra"")",4Hv055xg1SZZgwwGBx8Cr5,https://open.spotify.com/track/4Hv055xg1SZZgwwGBx8Cr5,https://i.scdn.co/image/ab67616d0000b273d5bc8c60d74c017ef2cfca14,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.371,0.54,265063.0,0.796,0.0521,78.99,4.0,0.636,4.0,0.00165,0.11,-7.538,1.0,,,,,,,,,,,,,,,,,,,
Hoor,4mjTMmz0j6Wl3GhODoPqTx,https://open.spotify.com/track/4mjTMmz0j6Wl3GhODoPqTx,https://i.scdn.co/image/ab67616d0000b273bb73a0010d3d84273ec4ad85,Sachin-Jigar,1mBydYMVBECdDmMfE2sEUO,https://open.spotify.com/artist/1mBydYMVBECdDmMfE2sEUO,0.505,0.321,237360.0,0.432,0.0304,150.148,3.0,0.366,4.0,1.18e-05,0.278,-7.777,1.0,1.0,,,,,,,,,,,,,,,,,,
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",5QW9K4A1gMnIi94YUxtsfM,https://open.spotify.com/track/5QW9K4A1gMnIi94YUxtsfM,https://i.scdn.co/image/ab67616d0000b273bf8097b2589277bd3d8f7a2d,Sachin-Jigar,1mBydYMVBECdDmMfE2sEUO,https://open.spotify.com/artist/1mBydYMVBECdDmMfE2sEUO,0.531,0.556,266075.0,0.552,0.0373,100.051,4.0,0.531,4.0,0.0,0.121,-5.875,1.0,1.0,,,,,,,,,,,,,,,,,,
"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",06LCamFUOtImIKi9mFRKiD,https://open.spotify.com/track/06LCamFUOtImIKi9mFRKiD,https://i.scdn.co/image/ab67616d0000b2735f8a6f2a27d5d75abc41501a,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.586,0.271,277500.0,0.726,0.0527,87.425,4.0,0.532,7.0,0.0,0.353,-6.504,1.0,1.0,,,,,,,,,,,,,,,,,,
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")",46hzNOUOAlivuCZZ0wE3zi,https://open.spotify.com/track/46hzNOUOAlivuCZZ0wE3zi,https://i.scdn.co/image/ab67616d0000b273d4a76235197643b7d252dd5d,Varun Jain,4gzrZDyL5gYiROkv27pYKx,https://open.spotify.com/artist/4gzrZDyL5gYiROkv27pYKx,0.315,0.762,189136.0,0.717,0.0372,109.996,4.0,0.958,7.0,1.87e-05,0.0914,-8.316,0.0,1.0,,,,,,,,,,,,,,,,,,
Zihaal e Miskin,51DEaelXeJJ6cFFYbX8Hal,https://open.spotify.com/track/51DEaelXeJJ6cFFYbX8Hal,https://i.scdn.co/image/ab67616d0000b27373b0435dbfea11043c2909b8,Javed-Mohsin,2zvJLk0gTH7r7A5Q6X5Bq8,https://open.spotify.com/artist/2zvJLk0gTH7r7A5Q6X5Bq8,0.318,0.569,243953.0,0.642,0.0342,128.891,4.0,0.408,9.0,0.0,0.0967,-7.124,0.0,,,,,1.0,,,,,,,,,,,,,,
Sang Rahiyo,0ecW7IqLKhzKTPeqLSNc0V,https://open.spotify.com/track/0ecW7IqLKhzKTPeqLSNc0V,https://i.scdn.co/image/ab67616d0000b27363aac975f812f3112d163abf,Jasleen Royal,74OaRjmyh0XyRZsQQQ5l7c,https://open.spotify.com/artist/74OaRjmyh0XyRZsQQQ5l7c,0.791,0.629,213288.0,0.528,0.0247,93.982,4.0,0.397,10.0,0.000222,0.0617,-11.374,1.0,1.0,,,,,,,,,,,,,,,,,,
Mohabbat,25uN6X9UdP4bDx7gQl7nyE,https://open.spotify.com/track/25uN6X9UdP4bDx7gQl7nyE,https://i.scdn.co/image/ab67616d0000b2731e94dada106ba25257232876,Amaal Mallik,76fuWYgIf3TVIopTs3vaJ6,https://open.spotify.com/artist/76fuWYgIf3TVIopTs3vaJ6,0.478,0.595,227138.0,0.703,0.0389,78.987,4.0,0.638,10.0,8.29e-06,0.334,-6.857,1.0,1.0,,,,,,,,,,,,,,,,,,
Poora Hua,0aL8OJBj6yPcG6aia30QfP,https://open.spotify.com/track/0aL8OJBj6yPcG6aia30QfP,https://i.scdn.co/image/ab67616d0000b2738e743e2ceb59a68fdf1a8b2b,Keshav Tyohar,4K2l6pikW66DDwViUWSUpS,https://open.spotify.com/artist/4K2l6pikW66DDwViUWSUpS,0.395,0.574,202500.0,0.554,0.0573,159.883,4.0,0.353,11.0,0.0,0.224,-6.601,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,
Rabba Ve,3A1pJQUt2EoNDBu7o1bHkl,https://open.spotify.com/track/3A1pJQUt2EoNDBu7o1bHkl,https://i.scdn.co/image/ab67616d0000b273064bfff3d4efbcd561ee0517,Kartik Malhotra,4Igz9m9GF8lV5vC9pfsolA,https://open.spotify.com/artist/4Igz9m9GF8lV5vC9pfsolA,0.214,0.627,141333.0,0.466,0.0264,89.902,4.0,0.289,11.0,0.00996,0.17,-12.679,1.0,1.0,,,,,,,,,,,,,,,,,,
Jannatein Kahan,62wnQra2VgCUyHO3BUIAcr,https://open.spotify.com/track/62wnQra2VgCUyHO3BUIAcr,https://i.scdn.co/image/ab67616d0000b27371da5e89467bd75d2ed9f1fa,Pritam,1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,0.308,0.546,228093.0,0.77,0.0639,160.01,4.0,0.698,0.0,2.8e-05,0.167,-6.102,1.0,1.0,,,,,,,,,,,,,,,,,,
Tu Jae Jahan,1X0ZbfKmPJHNCy385PH7z9,https://open.spotify.com/track/1X0ZbfKmPJHNCy385PH7z9,https://i.scdn.co/image/ab67616d0000b27339c777088c778e3fd0a201ca,Osho Jain,41Sw7HsskHGbJOJXhLUTEK,https://open.spotify.com/artist/41Sw7HsskHGbJOJXhLUTEK,0.792,0.585,175638.0,0.535,0.0318,105.997,4.0,0.398,4.0,5.21e-06,0.0995,-8.398,1.0,1.0,,,,,,,,,,,,,,,,,,
Chaand Baaliyan,0snQrp1VaY5Pj1YIHRJpRJ,https://open.spotify.com/track/0snQrp1VaY5Pj1YIHRJpRJ,https://i.scdn.co/image/ab67616d0000b273ec4ecaa0fcf68c0966f21514,Aditya A,4wwYGgSpeBtvk5WX6HBqzw,https://open.spotify.com/artist/4wwYGgSpeBtvk5WX6HBqzw,0.796,0.729,103265.0,0.396,0.0359,97.281,4.0,0.886,0.0,0.0,0.104,-8.98,1.0,1.0,,,,,,,,,,,,,,,,,,
Baarish Aayi Hai,7c0rTqSdcIYvbU3jLKzdYF,https://open.spotify.com/track/7c0rTqSdcIYvbU3jLKzdYF,https://i.scdn.co/image/ab67616d0000b273cf91d7c4e7bdbbcf4eda5d61,Rito Riba,63QHbwCDdJ50C72D4ojeo1,https://open.spotify.com/artist/63QHbwCDdJ50C72D4ojeo1,0.622,0.492,197010.0,0.538,0.0286,160.025,4.0,0.378,9.0,3.21e-06,0.0956,-7.472,1.0,1.0,,,,,,,,,,,,,,,,,,
"Agar Tum Saath Ho (From ""Tamasha"")",2FCXQHugkoHE1K3tiDu8pu,https://open.spotify.com/track/2FCXQHugkoHE1K3tiDu8pu,https://i.scdn.co/image/ab67616d0000b2737569cbe3695608074d9fd389,Alka Yagnik,3gBKY0y3dFFVRqicLnVZYz,https://open.spotify.com/artist/3gBKY0y3dFFVRqicLnVZYz,0.557,0.562,341055.0,0.519,0.0326,122.925,4.0,0.415,3.0,0.000268,0.172,-8.744,1.0,,,1.0,,,,,,,,,,,,,,,,
Kaise Bataun Tumhe,6UPXKzJMmTKcNJPIjXUkO4,https://open.spotify.com/track/6UPXKzJMmTKcNJPIjXUkO4,https://i.scdn.co/image/ab67616d0000b27345f50d75de274bd90b550d7c,Kshitij Vishwakarma,7qV0MH8s4k7iDMuYVQzGvi,https://open.spotify.com/artist/7qV0MH8s4k7iDMuYVQzGvi,0.871,0.689,193826.0,0.261,0.0347,114.95,4.0,0.297,7.0,0.000201,0.119,-10.355,1.0,1.0,,,,,,,,,,,,,,,,,,
Mera Dil Bhi Kitna Pagal Hai - Recreated Version,2n9ylYiF7urpXo36qBwr3g,https://open.spotify.com/track/2n9ylYiF7urpXo36qBwr3g,https://i.scdn.co/image/ab67616d0000b2739f7e835fc8eab59d428dec86,Stebin Ben,1UAzmnFgjizIDvtHvnCdEq,https://open.spotify.com/artist/1UAzmnFgjizIDvtHvnCdEq,0.333,0.601,200828.0,0.733,0.0362,94.017,4.0,0.375,6.0,1.73e-06,0.406,-5.987,0.0,1.0,,,,,,,,,,,,,,,,,,
Nazdeek Aa,6HGYF23ssfitIgMvewmXFM,https://open.spotify.com/track/6HGYF23ssfitIgMvewmXFM,https://i.scdn.co/image/ab67616d0000b2735412135a56c5c177e501fec4,Shashwat Sachdev,465OXuCU8YZNmVG1leLwQ9,https://open.spotify.com/artist/465OXuCU8YZNmVG1leLwQ9,0.774,0.42,204500.0,0.395,0.0433,179.926,3.0,0.245,1.0,0.00148,0.104,-11.989,0.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
Awaara Ho,1wYzvT6Ek0rJSyVu848CzN,https://open.spotify.com/track/1wYzvT6Ek0rJSyVu848CzN,https://i.scdn.co/image/ab67616d0000b2732b1e3829525ba08c55894d9e,Shashwat Sachdev,465OXuCU8YZNmVG1leLwQ9,https://open.spotify.com/artist/465OXuCU8YZNmVG1leLwQ9,0.745,0.686,209142.0,0.325,0.0824,84.99,4.0,0.563,0.0,0.000617,0.219,-11.723,1.0,,,,,,,,,,,,,,,1.0,,,,
Dooriyan,5doYtCoJ8KpfkFczP3F2ad,https://open.spotify.com/track/5doYtCoJ8KpfkFczP3F2ad,https://i.scdn.co/image/ab67616d0000b27385a760b97fd9afe045e9ff2d,Mohit Chauhan,5GnnSrwNCGyfAU4zuIytiS,https://open.spotify.com/artist/5GnnSrwNCGyfAU4zuIytiS,0.612,0.52,337360.0,0.716,0.051,122.977,4.0,0.593,7.0,0.0,0.11,-6.582,0.0,1.0,,1.0,,,,,,,,,,,,,,,,
Tu Hi Hai,1G550tOfAl3kCLPSounyXI,https://open.spotify.com/track/1G550tOfAl3kCLPSounyXI,https://i.scdn.co/image/ab67616d0000b2730ddf542c20b47a1ec9150b51,SiiD Sehwag,4t5vmmffsJQtcMDGx84Ryb,https://open.spotify.com/artist/4t5vmmffsJQtcMDGx84Ryb,0.658,0.704,145882.0,0.511,0.0276,102.051,4.0,0.421,5.0,0.0,0.102,-7.751,1.0,1.0,,,,,,,,,,,,,,,,,,
Aisa Hai Ye Pyaar,3Lp18gi1na7sydAreeax2r,https://open.spotify.com/track/3Lp18gi1na7sydAreeax2r,https://i.scdn.co/image/ab67616d0000b2734407a9c3ceea225fdae6171c,Sagnik Kolay,0bMaAXWJgqoOyETAQp4MIc,https://open.spotify.com/artist/0bMaAXWJgqoOyETAQp4MIc,0.789,0.528,226614.0,0.63,0.0338,84.049,4.0,0.251,6.0,0.483,0.104,-7.62,1.0,1.0,,,,,,,,,,,,,,,,,,
Mere Pass,7o8STK3MA3U8t8kzVz518P,https://open.spotify.com/track/7o8STK3MA3U8t8kzVz518P,https://i.scdn.co/image/ab67616d0000b2735c836ec5991ab9141624537f,Ritik Sinha,2xadFRBskMp3cVMTAk1Try,https://open.spotify.com/artist/2xadFRBskMp3cVMTAk1Try,0.498,0.672,212000.0,0.477,0.0292,104.977,4.0,0.29,4.0,0.0,0.0905,-8.283,1.0,,,,,,,,,,,,,,,,,,,
Pal,16mPQWHSinzgcJuM6gwrEi,https://open.spotify.com/track/16mPQWHSinzgcJuM6gwrEi,https://i.scdn.co/image/ab67616d0000b27390bbb74099549b712e1e2709,babyface,5MTT0dvjp1BmpEwF1xEZZi,https://open.spotify.com/artist/5MTT0dvjp1BmpEwF1xEZZi,0.0585,0.544,214538.0,0.556,0.0252,101.995,4.0,0.268,1.0,0.0,0.0928,-6.946,1.0,1.0,,,,,,,,,,,,,,,,,,
Tu Kaisi Hai,2DJyT3dnXRd3KcZ6IeWjCN,https://open.spotify.com/track/2DJyT3dnXRd3KcZ6IeWjCN,https://i.scdn.co/image/ab67616d0000b27378377678a78658e63177c900,Manpreet Dhami,0aNSzmd9nXADnVbtpT6SLT,https://open.spotify.com/artist/0aNSzmd9nXADnVbtpT6SLT,0.957,0.697,175541.0,0.25,0.0405,148.078,3.0,0.73,2.0,2.54e-05,0.0987,-11.881,1.0,1.0,,,,,,,,,,,,,,,,,,
Sachiyaan,2KgNrrJXWjEXglXIcTEc8Z,https://open.spotify.com/track/2KgNrrJXWjEXglXIcTEc8Z,https://i.scdn.co/image/ab67616d0000b273f6f7069382c68a2cfd7b96d2,Meghna Mishra,3vJxJcGRIPwNnWnZwO4vmq,https://open.spotify.com/artist/3vJxJcGRIPwNnWnZwO4vmq,0.599,0.698,200780.0,0.596,0.106,109.009,4.0,0.498,9.0,0.000306,0.105,-7.732,0.0,1.0,,1.0,,,,,,,,,,,,,,,,
Kaisi Ho ?,2Bk6sJI1RkMrAQyUCtr1qx,https://open.spotify.com/track/2Bk6sJI1RkMrAQyUCtr1qx,https://i.scdn.co/image/ab67616d0000b273f8154731812f543dcd5c8080,Amartya Bobo Rahut,4dTwJ84ivqIRkRI5qKB9vB,https://open.spotify.com/artist/4dTwJ84ivqIRkRI5qKB9vB,0.942,0.549,172867.0,0.281,0.0358,147.019,4.0,0.539,5.0,0.000112,0.101,-12.514,1.0,,,,,,,,,,,,,,,,,,,
Aisi Woh Baarish,3XjjpMYeKHGiiI9oM8rwSF,https://open.spotify.com/track/3XjjpMYeKHGiiI9oM8rwSF,https://i.scdn.co/image/ab67616d0000b27324ae65c6bd305fb46bf66515,Twin Strings,0cPN6x5LmDIZjp6gFmAkqw,https://open.spotify.com/artist/0cPN6x5LmDIZjp6gFmAkqw,0.808,0.561,187553.0,0.31,0.0274,140.824,3.0,0.19,7.0,0.00038,0.422,-12.519,0.0,1.0,,1.0,,,,,,,,,,,,,,,,
Noor Da Samandar,2mnsoQM39HIFnOi44CAhjn,https://open.spotify.com/track/2mnsoQM39HIFnOi44CAhjn,https://i.scdn.co/image/ab67616d0000b273714cb9940fa3d7d4cc216630,Salman Ali,0ygVoSAqn4tgm4AgCuKQpF,https://open.spotify.com/artist/0ygVoSAqn4tgm4AgCuKQpF,0.289,0.702,202657.0,0.886,0.114,95.967,4.0,0.713,6.0,0.0,0.0461,-3.783,0.0,,,,,,,1.0,,,,,,,,,,,,
"Ajab Si (From ""Om Shanti Om"")",2RgvvnMwtP0R2OkVZmFvnV,https://open.spotify.com/track/2RgvvnMwtP0R2OkVZmFvnV,https://i.scdn.co/image/ab67616d0000b273456e0af8e834546541a00efa,KK,4fEkbug6kZzzJ8eYX6Kbbp,https://open.spotify.com/artist/4fEkbug6kZzzJ8eYX6Kbbp,0.399,0.697,241668.0,0.438,0.0289,117.955,4.0,0.58,8.0,0.0,0.293,-8.411,1.0,1.0,,,,,,,,,,,,,,,,,,
Hasi Ban Gaye,7HExkRyYBly0RMz47kzgS5,https://open.spotify.com/track/7HExkRyYBly0RMz47kzgS5,https://i.scdn.co/image/ab67616d0000b2738b3dbd4c2c5cc0a82e5f7b3f,Ami Mishra,5ugsiK49gIkIVh8U93EO0z,https://open.spotify.com/artist/5ugsiK49gIkIVh8U93EO0z,0.756,0.472,165500.0,0.512,0.033,147.734,4.0,0.121,6.0,0.0,0.129,-8.385,0.0,1.0,,,,,,,,,,,,,,,,,,
Nazdeekiyan,0SI2p3n12Mmunq5jrkxnnr,https://open.spotify.com/track/0SI2p3n12Mmunq5jrkxnnr,https://i.scdn.co/image/ab67616d0000b27382dc61a058ac284d5ea07da8,Dev Abohari,0GKVjt8FvJg93s72pPFnzS,https://open.spotify.com/artist/0GKVjt8FvJg93s72pPFnzS,0.789,0.372,171951.0,0.425,0.0343,81.458,4.0,0.365,11.0,0.0,0.444,-10.456,1.0,1.0,,,,,,,,,,,,,,,,,,
Kaun Tujhe,5T2ZZiBMDGh3TZDUbxg4rV,https://open.spotify.com/track/5T2ZZiBMDGh3TZDUbxg4rV,https://i.scdn.co/image/ab67616d0000b27302dde7bfff94df00c8b76eb4,Palak Muchhal,3yMmYEklQ7gLOZXEFNd3xr,https://open.spotify.com/artist/3yMmYEklQ7gLOZXEFNd3xr,0.868,0.531,241449.0,0.431,0.037,107.99,4.0,0.19,2.0,2.47e-05,0.127,-8.937,0.0,1.0,,,,,,,,,,,,,,,,,,
Yeh Jo Zindagi,6xysS6CPs8ERZ7uAtaEGVI,https://open.spotify.com/track/6xysS6CPs8ERZ7uAtaEGVI,https://i.scdn.co/image/ab67616d0000b273cf73118425a1f3d18dfefd63,Amartya Bobo Rahut,4dTwJ84ivqIRkRI5qKB9vB,https://open.spotify.com/artist/4dTwJ84ivqIRkRI5qKB9vB,0.836,0.724,194000.0,0.373,0.0856,90.013,4.0,0.563,6.0,3.81e-05,0.102,-10.94,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,
Humdard,1YFOt2k6VtRiqS3DEBzLGJ,https://open.spotify.com/track/1YFOt2k6VtRiqS3DEBzLGJ,https://i.scdn.co/image/ab67616d0000b27358ad7bc439c70dad81ed3a6c,Rahul Sathu,64UjPeMUmhyalooujVrEU3,https://open.spotify.com/artist/64UjPeMUmhyalooujVrEU3,0.794,0.682,177901.0,0.267,0.0338,161.962,3.0,0.558,6.0,7.45e-05,0.136,-11.425,1.0,1.0,,,,,,,,,,,,,,,,,,
Suniyo Vaari,0bwmYvdVT0v4ePwrvcWwU0,https://open.spotify.com/track/0bwmYvdVT0v4ePwrvcWwU0,https://i.scdn.co/image/ab67616d0000b2731d4da5abb1879874dd227d21,Kanika Malhotra,5gjsevqOsPyRsQVf8JhOH6,https://open.spotify.com/artist/5gjsevqOsPyRsQVf8JhOH6,0.121,0.802,176216.0,0.698,0.0368,111.002,4.0,0.355,1.0,0.000166,0.111,-6.075,1.0,,,,,,,,,,,,,,,,,,,
Noor,0XbKensp80loPFD1ns7Z5H,https://open.spotify.com/track/0XbKensp80loPFD1ns7Z5H,https://i.scdn.co/image/ab67616d0000b273407b5b49fbdeb1508d531997,Akshita Mengi,6KK9WCRaOCuchdB9Ot2FLV,https://open.spotify.com/artist/6KK9WCRaOCuchdB9Ot2FLV,0.943,0.659,151017.0,0.226,0.0335,118.141,4.0,0.393,8.0,5.48e-05,0.102,-9.988,1.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,
Baarishein,5iCY0TXNImK4hyKfcplQsg,https://open.spotify.com/track/5iCY0TXNImK4hyKfcplQsg,https://i.scdn.co/image/ab67616d0000b27361694f071d402a10931d671e,Anuv Jain,4gdMJYnopf2nEUcanAwstx,https://open.spotify.com/artist/4gdMJYnopf2nEUcanAwstx,0.926,0.475,207310.0,0.124,0.0444,94.42,4.0,0.19,2.0,0.0,0.0972,-9.463,1.0,1.0,,,,,,,,,,,,,,,,,,
Shaam Simti,6vxqQUeZJdx1UcBBl6Wx1s,https://open.spotify.com/track/6vxqQUeZJdx1UcBBl6Wx1s,https://i.scdn.co/image/ab67616d0000b273f4d51eb3a703ed79cae44492,Amartya Bobo Rahut,4dTwJ84ivqIRkRI5qKB9vB,https://open.spotify.com/artist/4dTwJ84ivqIRkRI5qKB9vB,0.981,0.614,248571.0,0.157,0.0375,125.755,4.0,0.506,4.0,8.08e-05,0.0922,-12.901,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,
Ishq Wala Love,1hQia6rxgfM1ly2hE3StWp,https://open.spotify.com/track/1hQia6rxgfM1ly2hE3StWp,https://i.scdn.co/image/ab67616d0000b273ad40f4e70b2f2a2a6052d49d,Vishal-Shekhar,6Mv8GjQa7LKUGCAqa9qqdb,https://open.spotify.com/artist/6Mv8GjQa7LKUGCAqa9qqdb,0.534,0.711,257973.0,0.295,0.0334,135.041,4.0,0.694,0.0,4.51e-05,0.0782,-12.377,0.0,1.0,,,,,,,,,,,,,,,,,,
Tu Hai,2zIGCZ6qqrqwaZWRrlJpjS,https://open.spotify.com/track/2zIGCZ6qqrqwaZWRrlJpjS,https://i.scdn.co/image/ab67616d0000b2739aaebc37219ccfc4066c7fd7,pho,0eAgLEZjRTeUe2UqQhH9YC,https://open.spotify.com/artist/0eAgLEZjRTeUe2UqQhH9YC,0.53,0.73,200000.0,0.603,0.186,95.98,4.0,0.371,6.0,0.000586,0.112,-5.494,0.0,1.0,,,,,,,,,,,,,,,,,,
O Mera Heera,6qC90altZUD7hHiOHGq06t,https://open.spotify.com/track/6qC90altZUD7hHiOHGq06t,https://i.scdn.co/image/ab67616d0000b273c9b48d6571d367b64cbb86bb,Krameri,1hxuMlq1xCyjGyhoPsiIM0,https://open.spotify.com/artist/1hxuMlq1xCyjGyhoPsiIM0,0.894,0.64,164237.0,0.512,0.129,118.032,4.0,0.5,11.0,0.0669,0.142,-11.401,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
Baaho Mei,4IFkuirCzIaeIh1qDYQsWE,https://open.spotify.com/track/4IFkuirCzIaeIh1qDYQsWE,https://i.scdn.co/image/ab67616d0000b273471029e4da4c67a5242fa4fe,Akasha Rec,1mEY3KYaONCpciBZKHEdNb,https://open.spotify.com/artist/1mEY3KYaONCpciBZKHEdNb,0.114,0.794,86929.0,0.544,0.0353,126.973,4.0,0.643,0.0,1.45e-06,0.0914,-7.982,0.0,,,,,,,,,,,,,,,,,,,
Hamraahi,2OFov6zJDzeDvkueIcu8Vr,https://open.spotify.com/track/2OFov6zJDzeDvkueIcu8Vr,https://i.scdn.co/image/ab67616d0000b2735c0e5a33d974192b9e12dfbc,Kushal Chokshi,3O4inKp31pcolbyohgKuYa,https://open.spotify.com/artist/3O4inKp31pcolbyohgKuYa,0.16,0.591,174364.0,0.73,0.0451,115.004,4.0,0.264,6.0,0.0,0.0904,-5.924,1.0,,,,,,,,,,,,,,,,,,,
Kyun,6dojrojvZ0DXlTBp592XvY,https://open.spotify.com/track/6dojrojvZ0DXlTBp592XvY,https://i.scdn.co/image/ab67616d0000b273fe4edff597c826ad3cbe513c,Rahul Sathu,64UjPeMUmhyalooujVrEU3,https://open.spotify.com/artist/64UjPeMUmhyalooujVrEU3,0.577,0.674,157714.0,0.606,0.034,139.965,4.0,0.347,11.0,0.00747,0.103,-7.176,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
Banjaare,2FqIpNPJ9CWtG6nXRsnv1J,https://open.spotify.com/track/2FqIpNPJ9CWtG6nXRsnv1J,https://i.scdn.co/image/ab67616d0000b2735514e648a92a8fdbb4eb716b,Kirdaar,0BhvC5y9nWOa4SsUPTFW9e,https://open.spotify.com/artist/0BhvC5y9nWOa4SsUPTFW9e,0.237,0.382,238600.0,0.822,0.0829,126.705,4.0,0.33,9.0,1.01e-05,0.155,-6.125,1.0,1.0,,,,,,,,,,,,,,,,,,
"Mast Magan (From ""2 States"")",4wIWWEhbdgKAxhR68eE0Ye,https://open.spotify.com/track/4wIWWEhbdgKAxhR68eE0Ye,https://i.scdn.co/image/ab67616d0000b273614a583a490e23b29821b2ed,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw,0.606,0.659,280161.0,0.774,0.0372,82.995,4.0,0.883,7.0,0.000333,0.185,-7.014,1.0,1.0,,,,,,,,,,,,,,,,,,
Roshni Ka Sira,59jj3LZxOuRbmdfyes94m4,https://open.spotify.com/track/59jj3LZxOuRbmdfyes94m4,https://i.scdn.co/image/ab67616d0000b27306d1d70bcbde07b5398805c4,Pulkit Jain,1XUV920NkslALtUg2Msk4U,https://open.spotify.com/artist/1XUV920NkslALtUg2Msk4U,0.907,0.512,221188.0,0.229,0.0358,151.328,3.0,0.414,0.0,0.000989,0.36,-15.751,1.0,,,,,,,,,,,,,,,,,,,
Tasveer,2TCraSsTU9q8vZeEvKuluW,https://open.spotify.com/track/2TCraSsTU9q8vZeEvKuluW,https://i.scdn.co/image/ab67616d0000b2739d145ca8fb13d7010081cdac,Marshall Robinson,4ApGv767BWZI3MojIwGt0H,https://open.spotify.com/artist/4ApGv767BWZI3MojIwGt0H,0.701,0.408,258833.0,0.469,0.0389,89.864,4.0,0.314,3.0,0.000151,0.365,-8.566,1.0,1.0,,,,,,,,,,,,,1.0,,,,,
Meri Raaton Mein,1xvwt7jwUoW2J2lQpoFMtZ,https://open.spotify.com/track/1xvwt7jwUoW2J2lQpoFMtZ,https://i.scdn.co/image/ab67616d0000b2734c78463edd19e401476537a2,Atul Gupta,6oBR9IHSypECG3HX96270k,https://open.spotify.com/artist/6oBR9IHSypECG3HX96270k,0.767,0.584,228659.0,0.576,0.0383,81.99,4.0,0.493,3.0,0.369,0.113,-8.641,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
Romantic Mashup 2,42WGQxg2lPIFBt8ZRHQ4Q4,https://open.spotify.com/track/42WGQxg2lPIFBt8ZRHQ4Q4,https://i.scdn.co/image/ab67616d0000b2736d54152068ec7ca7652fcb06,Mithoon,09UmIX92EUH9hAK4bxvHx6,https://open.spotify.com/artist/09UmIX92EUH9hAK4bxvHx6,0.0933,0.508,325172.0,0.761,0.0422,100.011,4.0,0.339,8.0,2e-06,0.268,-5.118,0.0,1.0,,,,,,,,,,,,,,,,,,
"Kho Jaayein : You N Me (""Kahin Duur Chalein"")",2lSWevockfQSsJOiswjHut,https://open.spotify.com/track/2lSWevockfQSsJOiswjHut,https://i.scdn.co/image/ab67616d0000b2730d95a2e8545615360da90c07,Shaurya Mehta,6ZFf2SlE4VkJzqM4yJUsSR,https://open.spotify.com/artist/6ZFf2SlE4VkJzqM4yJUsSR,0.147,0.687,215455.0,0.873,0.0311,132.062,4.0,0.39,0.0,3.02e-05,0.0969,-2.644,1.0,1.0,,,,,,,,,,,,,,,,,,
Ye Tumhari Meri Baatein,1xaj4bm3GMthtoZHUfepl1,https://open.spotify.com/track/1xaj4bm3GMthtoZHUfepl1,https://i.scdn.co/image/ab67616d0000b27319bf9ebc57d912cda1f83de8,Dominique,4iKhzZlW5dpmbF2LWnNlPr,https://open.spotify.com/artist/4iKhzZlW5dpmbF2LWnNlPr,0.393,0.351,324058.0,0.552,0.0273,87.769,4.0,0.319,5.0,0.000494,0.112,-7.404,1.0,1.0,,,,,,,,,,,,,,,,,,
